timestamp,machine_id,temperature_mean,temperature_min,temperature_max,temperature_std,temperature_count,humidity_mean,humidity_min,humidity_max,humidity_std,humidity_count,pressure_mean,pressure_min,pressure_max,pressure_std,pressure_count,vibration_mean,vibration_min,vibration_max,vibration_std,vibration_count,energy_consumption_mean,energy_consumption_min,energy_consumption_max,energy_consumption_std,energy_consumption_count,target_failure_risk_mean,target_failure_risk_min,target_failure_risk_max,target_failure_risk_std,target_failure_risk_count
2024-01-01,machine_1,60.91074999999999,47.21,103.464,9.36582555823692,72,42.76875,22.69,87.42,10.426254771313523,72,101.41597222222222,99.12,103.31,0.812489930116965,72,1.1593472222222223,0.069,2.563,0.6449476921626887,72,129.68124999999998,59.61,462.0,59.114562252007566,72,0.0721013888888889,0.0,0.3994,0.1064195080245378,72
2024-01-01,machine_2,69.76536231884059,53.38,83.22,4.67447781912594,69,42.38652173913044,18.48,74.24,9.334594075122634,69,101.24855072463768,99.53,103.14,0.8078735256329328,69,1.2244347826086956,0.117,2.503,0.5016993908431407,69,137.09130434782608,85.13,420.63,40.14482245984507,69,0.2087463768115942,0.0,0.5279,0.14187961920929154,69
2024-01-01,machine_3,78.77525641025642,67.25,91.95,5.072424744689938,78,42.35730769230769,19.17,70.44,8.94277589506137,78,101.30846153846154,100.15,103.3,0.6519901141053528,78,1.2753974358974358,0.019,2.772,0.6240201532656231,78,164.5,105.04,469.32,62.486703084237554,78,0.3813846153846154,0.0556,0.823,0.15185825848247658,78
2024-01-01,machine_4,88.32567164179105,62.92,99.45,7.890703817723241,67,46.343582089552235,23.45,88.08,10.33030576881682,67,101.23940298507462,99.91,103.51,0.741364181960512,67,1.1395223880597014,0.142,2.213,0.549545221295533,67,170.65358208955226,128.28,435.24,37.449291561915715,67,0.6189298507462686,0.3351,0.9128,0.1325099733409749,67
2024-01-02,machine_1,59.20338709677419,45.48,76.74,5.5719502261873695,62,45.160322580645165,26.98,59.39,7.176228510292907,62,101.35629032258065,99.22,103.55,0.9105163980139802,62,1.1184999999999998,0.03,2.378,0.6134205026853554,62,120.28629032258064,79.28,163.77,17.32803756957757,62,0.05859677419354839,0.0,0.3085,0.08728624282293801,62
2024-01-02,machine_2,69.58587301587302,57.51,91.5,6.226202600488089,63,42.17777777777778,24.44,87.68,9.991766198038881,63,101.18730158730159,99.84,102.58,0.6774292162742584,63,1.210809523809524,0.119,3.054,0.7333081000406674,63,141.17396825396824,85.04,346.20000000000005,42.01681432012522,63,0.21646984126984128,0.0,0.6885,0.17831084098075675,63
2024-01-02,machine_3,79.46053571428571,65.85,91.04,5.436456205234119,56,42.97517857142857,23.21,70.9,9.614639782610196,56,101.34124999999999,99.62,103.41,0.9015563563285235,56,1.1244107142857143,0.096,2.459,0.5976659077926917,56,157.77410714285716,87.59,510.81000000000006,52.368954362355694,56,0.40905714285714284,0.1747,0.7637,0.1341274114173031,56
2024-01-02,machine_4,89.12322033898306,74.98,100.09,4.911074199749101,59,41.93372881355933,21.91,93.8,11.125153373341078,59,101.15508474576271,99.38,103.12,0.8298179544465872,59,1.053,0.055,2.9,0.5566364813895988,59,170.61932203389833,108.35,561.6899999999999,55.09610349400482,59,0.5739033898305085,0.3475,0.8997,0.12632895478035563,59
2024-01-03,machine_1,61.05422535211268,50.29,78.48,5.685171856171565,71,43.55154929577465,17.29,65.41,9.253286311651246,71,101.30859154929577,98.62,103.06,0.8206344162112742,71,1.2532676056338028,0.03,2.526,0.5964911915945612,71,123.28563380281692,74.12,376.23,36.29840113489432,71,0.0736830985915493,0.0,0.3734,0.10698879779266011,71
2024-01-03,machine_2,70.74054794520549,53.92,86.76,5.317522629741054,73,42.75178082191781,23.39,67.19,9.058644328066142,73,101.27945205479452,99.75,103.07,0.7871430238720539,73,1.206150684931507,0.055,2.677,0.5857480182361523,73,135.2749315068493,94.01,189.27,20.680493366890968,73,0.21874931506849316,0.0,0.6529,0.14843678145864697,73
2024-01-03,machine_3,80.32396226415095,69.87,91.93,5.301380204764766,53,43.679245283018865,24.97,60.7,7.879465241776983,53,101.29264150943396,99.6,103.92,0.8887656759266596,53,1.204,0.021,2.452,0.5198511621312688,53,148.44188679245283,105.09,191.48,20.257827742210946,53,0.4185754716981132,0.114,1.0,0.18299448909909452,53
2024-01-03,machine_4,88.89092307692307,71.99,100.5,5.1060643243711095,65,42.770153846153846,20.34,60.89,8.094156745051428,65,101.25215384615385,99.07,102.92,0.7435966066769941,65,1.130969230769231,0.016,2.594,0.5633116635473311,65,162.03815384615385,102.67,215.15,22.689961360444432,65,0.5815646153846153,0.3042,1.0,0.1649224263013232,65
2024-01-04,machine_1,58.49775862068965,47.4,73.23,5.271092314343192,58,41.867586206896554,24.22,64.62,8.334973307473614,58,101.30258620689655,99.57,102.83,0.6787774364454564,58,1.1878965517241378,0.001,2.676,0.6784619522785748,58,117.40879310344828,77.71,162.97,19.55366184376478,58,0.05065689655172414,0.0,0.3635,0.09266592536381951,58
2024-01-04,machine_2,70.24815384615385,57.82,94.54,6.774374485032665,65,44.95292307692308,18.25,91.46,11.713515127177466,65,101.23369230769231,99.42,102.7,0.7861010773724675,65,1.1416,0.206,2.584,0.5400570803165161,65,140.4313846153846,94.28,476.25,51.29702558619149,65,0.20051384615384615,0.0,0.5897,0.12693049756279406,65
2024-01-04,machine_3,79.65523076923077,61.42,90.51,5.1249256420496945,65,44.015538461538455,25.23,87.5,8.950137574146773,65,101.40430769230768,99.88,102.89,0.6781545943560013,65,1.2053846153846153,0.014,2.546,0.5793067163727824,65,161.31384615384616,117.27,440.31000000000006,62.25419337513307,65,0.3975630769230769,0.127,0.8938,0.1532233812212895,65
